Link,Title,Filename,Status
https://www.theopennotebook.com/2021/04/13/a-getting-started-guide-for-newcomers-to-science-writing-2/,Tip Sheet for Newcomers to Science Writing - The Open Notebook,01_Tip_Sheet_for_Newcomers_to_Science_Writing_-_The_Open_Notebo.pdf,success
